Plan	Expected NPV	Expected Cost	Investment Risk	Pareto?
{0=2,D,E, 1=1,3,H, 2=A,F, 3=G, 4=B,4, 5=C}	6527.12	1045.57	0.052011931054616864	No
{1=1,3,H, 2=A,F, 3=C,2,G, 4=D,4, 5=E, 6=B}	8155.36	1411.08	0.04735591176008678	Yes
{1=1,3,H, 2=A,F, 3=2,G, 4=D, 5=C,4, 7=B, 9=E}	7165.46	1100.63	0.05068242617336202	No
{0=E, 1=1,3,H, 2=A,F,4, 3=C,G, 4=B,2, 6=D}	7150.8	1330.81	0.051860335886311996	No
{1=1,3,H, 2=A,F, 3=C,G, 4=2, 5=D, 7=B,4, 8=E}	7575.86	1129.39	0.050009079931016	No
{0=E, 1=1,3,H, 2=A,F, 3=2,G, 5=B,4, 6=C,D}	6501.96	1332.4	0.05317884370454093	No
{1=1,3,H, 2=A,F, 3=2, 4=C,G,4, 5=D, 6=B, 7=E}	7524.58	1307.28	0.04980808398939423	No
{1=1,3,H, 2=A,F, 3=B,2, 4=C,D,4, 5=E,G}	8101.42	1696.14	0.04727009805781348	No
{1=3,H, 2=1,F, 3=A,G, 4=2, 5=B, 6=C,D, 7=4, 9=E}	6978.16	1033.9	0.051162704964258066	No
{1=1,3,H, 2=A,F,4, 3=C,G, 4=B,2, 6=D, 9=E}	7653.06	1330.82	0.049795186037039196	No
{1=1,3,H, 2=A,F, 3=C,G, 4=2, 5=B, 6=D, 7=4, 8=E}	7688.06	1128.08	0.04951243722132195	No
{1=1,3,H, 2=A,2,F,4, 3=C,D,G, 4=E, 7=B}	8276.25	1959.02	0.04687237754846978	No
{1=1,3,H, 2=F, 3=A,2,G, 4=D, 5=4, 6=B,C, 7=E}	7309.5	1247.76	0.04928353284184926	No
{1=1,3,H, 2=A,F, 3=G, 4=2, 5=B, 6=C, 7=D,4, 8=E}	7049.21	972.73	0.050676027070516404	No
{0=A,B,C, 1=1,3,H, 2=2,F, 3=D,G, 4=4, 5=E}	5336.96	1269.38	0.051918017778466594	No
{0=1,A,B,C,E, 1=3,H, 2=F, 4=2,G, 6=D, 7=4}	4167.41	698.98	0.0581802662048297	No
{1=1,3,H, 2=A,F, 3=2,G, 4=C,4, 5=D, 6=B, 7=E}	7613.57	1153.15	0.049241946326492904	No
{1=1,3,H, 2=A,F, 3=B,C,2,G, 4=4, 5=D, 7=E}	8106.99	1693.32	0.047613103662175235	No
{1=3,H, 2=1,F, 3=A,2,G, 4=B,C, 6=D, 7=4, 9=E}	7442.16	1311.5	0.05023644417430725	No
{1=1,3,H, 2=A,F, 3=G, 4=2, 5=D,4, 6=C,E, 7=B}	7284.77	1362.54	0.049399661367127735	No
{0=2,D,E, 1=1,3,H, 2=A,F, 3=C,G, 4=4, 5=B}	6792.78	1128.01	0.05223988719869828	No
{1=1,3,H, 2=A,F, 3=C,G,4, 4=2, 5=D, 6=B, 7=E}	7799.38	1304.88	0.04896443503933512	No
{1=1,3,H, 2=A,F, 3=2,G, 4=D, 5=B,4, 7=C, 8=E}	7136.05	1086.38	0.04951837648336707	No
{0=1,A,B,C,E, 1=3,H, 2=F, 3=2,G, 6=D, 7=4}	4253.89	699.11	0.057097654139499	No
{1=1,3,H, 2=A,F, 3=B,G, 4=2, 5=D,4, 7=C,E}	7382.28	1299.26	0.0483251482322657	No
{0=D,E, 1=1,3,H, 2=A,2,F, 3=B,4, 4=G, 5=C}	6282.9	1389.4	0.054533113508983856	No
{1=1,3,H, 2=A,2,F, 3=D,4, 4=B,E,G, 5=C}	8126.05	1922.12	0.04639481104137282	No
{1=1,3,H, 2=A,2,F,4, 3=C,G, 4=B, 5=D, 7=E}	7997.33	1563.25	0.048100743447818534	No
{1=1,3,H, 2=F, 3=A, 4=C,2,G,4, 5=B, 6=D, 8=E}	7374.83	1350.58	0.050645737842951545	No
{1=1,3,H, 2=A,F, 3=C, 4=2,G,4, 5=B,D, 8=E}	7684.43	1191.63	0.04967292047526736	No
{1=1,3,H, 2=A,F, 3=C,G, 4=B,2,4, 5=D, 7=E}	8005.9	1271.02	0.048039792252653146	No
{1=1,3,H, 2=F, 3=A,G, 4=B,2, 5=C,D,4, 6=E}	7736.89	1374.04	0.047964302151743965	No
{0=C, 1=1,3,H, 2=A,F, 4=2,G, 5=B,4, 6=D, 8=E}	5632.14	1125.22	0.05146954490985558	No
{1=1,3,H, 2=A,F, 3=B,G, 4=2, 5=C,4, 7=D, 8=E}	7432.9	1126.78	0.04936520747481869	No
{1=1,3,H, 2=A,F, 3=C,G, 4=B,2, 5=D, 7=4, 8=E}	7880.96	1152.68	0.048611486207218155	No
{0=C, 1=3,H, 2=1,F, 3=A,G, 4=2, 5=D, 7=B,4, 8=E}	5580.35	862.63	0.051507340932332946	No
{0=1,A,B,C,H, 1=3, 2=F, 3=G, 4=2,4, 6=D, 9=E}	2696.47	914.91	0.0703810814731164	No
{0=2,D,E, 1=1,3,H, 2=A,F, 3=G, 4=C,4, 5=B}	6607.75	1072.63	0.052569565069869637	No
{1=1,3,H, 2=F, 3=A,G, 4=2,4, 5=D, 6=C,E, 7=B}	7248.98	1135.87	0.049625882191361784	No
{1=1,3,H, 2=F, 3=A,2,G, 4=B, 5=D,4, 6=E, 7=C}	7373.49	1152.58	0.0484483877279191	No
{0=1,A,B,C,H, 1=3, 2=F, 3=G, 4=2, 5=D,4, 6=E}	3178.94	921.72	0.06285693051783714	No
{1=1,3,H, 2=A,F,4, 3=C,G, 4=2, 5=D, 6=B,E}	7929.02	1367.7	0.04840376620253501	No
{1=1,3,H, 2=F, 3=A,G, 4=2,4, 5=D, 6=C, 7=B, 8=E}	6987.5	895.55	0.05098161295820513	No
{1=1,3,H, 2=A,F, 3=B,2,G,4, 4=C,D, 5=E}	8276.95	1744.8	0.046321586106513685	No
{0=B,C, 1=1,3,H, 2=A,F, 3=2,G, 5=D,4, 6=E}	5280.25	1207.62	0.052590839145695824	No
{1=1,3,H, 2=A,F,4, 3=2,G, 4=D, 5=B, 6=C, 7=E}	7440.69	1245.26	0.04867363584257702	No
{0=C,2,D,E, 1=1,3,H, 2=A,F, 3=G, 4=4, 6=B}	4726.9	967.12	0.05294644719929811	No
{1=1,3,H, 2=A,F,4, 3=B,C,2, 4=D,G, 5=E}	8371.24	1743.67	0.04660167627787107	No
{1=1,3,H, 2=F, 3=A,G, 4=2, 5=B, 6=D, 7=C,4, 8=E}	6925.05	844.3	0.050688571297961935	No
{1=3,H, 2=1,F, 3=A,G, 4=B,2, 6=D, 7=C,4, 8=E}	7029.54	981.33	0.05013670342944871	No
{1=1,3,H, 2=F, 3=A,G,4, 4=2, 5=D, 6=E, 7=B,C}	7067.43	1068.53	0.04986183744996333	No
{0=2,D,E, 1=1,3,H, 2=F, 3=A,G, 4=B, 5=4, 7=C}	6133.9	838.3	0.05284973943844867	No
{1=1,3,H, 2=A,F, 4=C,2,G, 5=B,4, 6=D, 8=E}	7410.63	1385.13	0.05041865748567945	No
{1=3,H, 2=1,F, 3=A,2,G, 4=B,D, 5=4, 6=C, 8=E}	7386.28	1365.71	0.04897567392350349	No
{0=1,A,B,C,2,D,E,H, 1=3, 2=F, 4=G,4}	1846.11	571.91	0.07009089452958087	No
{1=1,3,H, 2=A,F, 3=B,C,2, 4=G,4, 7=D, 8=E}	7707.73	1551.25	0.049582408748151334	No
{1=1,3,H, 2=A,F, 3=2,G, 4=C,D,4, 5=E, 7=B}	7869.99	1542.48	0.04801623877332991	No
{1=1,3,H, 2=F, 3=A,2,G, 4=D, 5=4, 6=E, 7=B,C}	7160.76	1147.51	0.04934333866138546	No
{1=1,3,H, 2=A,F, 3=B,2,G, 4=D,4, 6=C, 7=E}	7650.21	1418.02	0.047701565950136395	No
{0=1,A,B,C,H, 1=3, 2=F, 3=2,G, 4=D,4, 7=E}	3135.67	1123.92	0.0635255325531678	No
{0=2,D,E, 1=1,3,H, 2=F, 3=A,G,4, 4=B, 5=C}	6491.31	1011.05	0.05227227096357337	No
{1=1,3,H, 2=A,F,4, 3=B,2,G, 4=C,D, 7=E}	8010.82	1746.57	0.04743088096360761	No
{1=3,H, 2=1,2,F, 3=A,D,G, 4=B,C,4, 5=E}	8233.21	1788.26	0.046579572415559024	No
{1=1,3,H, 2=2,F,4, 3=A,D,G, 4=C,E, 6=B}	8157.48	1898.53	0.046883038451454716	No
{1=1,3,H, 2=A,F, 3=C,2,G, 4=4, 6=B,D, 8=E}	7578.04	1493.45	0.05004637477757459	No
{0=C, 1=3,H, 2=1,F, 3=A, 4=2,G,4, 5=D, 6=E, 7=B}	5747.7	1025.44	0.050747159112717904	No
{1=3,H, 2=1,F, 3=A,2,G, 4=C,4, 5=D, 6=E, 7=B}	7612.65	1181.15	0.0492804889407604	No
{0=D,E, 1=1,3,H, 2=A,F, 3=2,G, 5=C,4, 7=B}	5969.2	1149.51	0.05636136321913402	No
{0=1,A,B,C, 1=3,H, 2=2,F,4, 3=D,G, 4=E}	5678.32	1238.03	0.048782301423210946	No
{1=1,3,H, 2=A,F, 3=2,G, 4=D,4, 5=B, 6=C, 7=E}	7444.2	1205.18	0.04864694061580954	No
{0=D,E, 1=1,3,H, 2=A,F, 3=C, 4=2,G, 5=4, 6=B}	6351.14	1008.4	0.055886072356257865	No
{0=A,B,C, 1=1,3,H, 2=F, 3=2,4, 4=D,G, 6=E}	5023.15	1169.13	0.05427618468853037	No
{0=A,B,C,D,E, 1=3,H, 2=1,F, 3=2,G, 7=4}	3534.6	857.3	0.06368952479448735	No
{0=C, 1=1,3,H, 2=A,F, 3=2,G, 4=D,4, 5=E, 7=B}	6091.51	1211.38	0.048567638899916374	No
{1=1,3,H, 2=A,F, 3=B,G, 4=2, 5=C,D, 7=4, 8=E}	7616.49	1310.22	0.0484621555985697	No
{0=E, 1=3,H, 2=1,F, 3=A,G, 4=B,2, 5=C, 6=D, 7=4}	6759.39	975.48	0.052400930191113915	No
{0=C,2,D,E, 1=1,3,H, 2=A,F, 3=G, 4=B, 5=4}	4933.4	967.36	0.05154179046535848	No
{0=E, 1=3,H, 2=1,F, 3=A,G, 4=B,2, 5=4, 6=C, 7=D}	6485.2	975.4	0.05332501825898495	No
{0=C,E, 1=3,H, 2=1,F, 3=A,G, 4=2, 6=B,D, 7=4}	4959.16	1107.94	0.0544826258305432	No
{0=2,D,E, 1=1,3,H, 2=A,F, 3=C, 4=G, 5=4, 6=B}	6603.16	1002.35	0.05349623882213135	No
{0=C, 1=1,3,H, 2=A,F, 4=2,G, 5=B,D,4, 8=E}	5722.63	1506.87	0.050938321120157226	No
{0=C, 1=1,3,H, 2=A,F, 3=B, 4=2,G, 5=D,4, 8=E}	5928.65	1065.94	0.049699934646021154	No
{1=1,3,H, 2=A,F, 3=2, 4=C,G, 5=D,4, 7=B,E}	7425.98	1219.04	0.050268281351903185	No
{0=1,A,B,C,E, 1=3,H, 2=F, 4=2,G, 5=D,4}	4254.5	852.5	0.05742561282612049	No
{1=1,3,H, 2=A,F, 3=B,G, 4=2, 6=C,D, 7=4, 9=E}	7216.16	1308.01	0.049901144860989316	No
{1=1,3,H, 2=A,2,F,4, 3=C,D,G, 4=B, 5=E}	8446.72	1958.79	0.04622741417821425	No
{0=B, 1=1,3,H, 2=A,F, 3=C,G, 4=2, 5=D,4, 7=E}	7114.89	1155.76	0.051847371730792416	No
{0=1,A,B,C, 1=3,H, 2=F, 3=4, 4=2,G, 5=D, 7=E}	5012.13	712.5	0.05314631612561577	No
{1=1,3,H, 2=A,F, 3=B, 4=C,2,G, 5=D,4, 7=E}	7837.21	1298.23	0.04834826173293715	No
{1=1,3,H, 2=A,F, 3=C,4, 4=2,G, 5=D, 6=E, 7=B}	7741.46	1169.1	0.04936519660234923	No
{1=1,3, 2=A,F, 3=C, 4=2,G, 5=D,4, 6=B, 7=E, 11=H}	6111.22	1198.3	0.05756026127580369	No
{0=A,B,C, 1=3,H, 2=1,F, 3=G, 4=2, 5=D, 7=4, 8=E}	4769.77	795.72	0.05589761680725094	No
{1=1,3,H, 2=A,2,F, 3=B,G,4, 5=C,D, 8=E}	7604.55	1743.19	0.04855104145734525	No
{1=1,3,H, 2=A,F, 3=2, 4=D,G,4, 5=C, 6=E, 7=B}	7464.99	1361.3	0.04925220818771472	No
{0=2,D,E, 1=1,3,H, 2=A,F, 3=B,G,4, 5=C}	6628.98	1274.3	0.051456353823231826	No
{0=1,A,B,C,H, 1=3, 2=F, 3=G, 4=2, 5=4, 6=D, 8=E}	2826.97	750.19	0.06791952398694592	No
{1=3,H, 2=1,F, 3=A, 4=B,2,G, 5=4, 6=C, 7=D, 8=E}	7027.24	1132.25	0.050999198282456366	No
{1=1,3,H, 2=A,F, 3=C,2, 4=G, 5=B,D,4, 6=E}	7945.11	1514.9	0.0484668264455352	No
{1=1,3,H, 2=A,2,F, 3=D,G, 4=C,4, 5=B, 7=E}	7898.41	1474.48	0.04797104264662695	No
{0=1,A,B,C,H, 1=3, 2=F, 4=2,G, 5=D,4, 6=E}	3089.95	1118.35	0.06451337184848567	No
{1=1,3,H, 2=F, 3=A,G, 4=B,2, 5=4, 6=C, 7=D, 8=E}	7114.15	989.49	0.05039851374345566	No
{0=C, 1=1,3,H, 2=F, 3=A,2,G, 4=B,D,4, 5=E}	6362.54	1554.88	0.04727752675987211	No
{1=1,3,H, 2=A,2,F,4, 3=D,G, 4=B,E, 5=C}	8213.28	1834.97	0.045915523236538976	No
{0=A,B,C, 1=1,3,H, 2=F, 3=2,G, 5=D,4, 7=E}	4891.84	1075.78	0.05498408146729352	No
{1=3,H, 2=1,F, 3=A,G,4, 4=B,2, 6=C, 7=D, 8=E}	7112.76	1148.2	0.050407697795590366	No
{0=C, 1=1,3,H, 2=A,F, 3=G, 4=2, 5=D, 7=B,4, 8=E}	5612.33	1006.02	0.051288197530468815	No
{1=3,H, 2=1,F, 3=A, 4=2,G,4, 5=B,D, 6=E, 7=C}	7184.97	1286.89	0.04949618768375406	No
{0=2,D,E, 1=3,H, 2=1,F, 3=A,G, 5=C, 6=B, 7=4}	6295.5	827.14	0.05339560879090863	No
{1=1,3,H, 2=A,F, 3=G,4, 4=2, 5=B,C, 6=D, 9=E}	7184.34	1223.93	0.05069900010121893	No
{1=1,3,H, 2=F, 3=A,G, 4=2,4, 5=D, 7=B,C,E}	6937.78	1432.8	0.050494807284036027	No
{1=1,3,H, 2=A,F, 3=B,G, 4=C,2, 5=4, 7=D, 8=E}	7615.93	1181.3	0.04928104287653562	No
{0=A,B,C, 1=1,3,H, 2=F, 3=2, 4=D,4, 5=E,G}	5069.59	1229.14	0.054139838099226595	No
{1=3,H, 2=1,F, 3=A,2,G, 4=B, 5=C,D, 7=4, 9=E}	7349.61	1286.96	0.04986769786426769	No
{0=1,A,B,C, 1=3,H, 2=F, 3=2,G,4, 4=D, 5=E}	5455.35	888.43	0.0500655295641357	No
{1=1,3, 2=A,2,F, 3=B,D,G, 5=C,4, 6=E, 11=H}	6451.87	1828.78	0.053502012570762446	No
{1=3,H, 2=1,F, 3=A,G, 4=B,2, 5=4, 6=C,D, 8=E}	7205.93	1185.02	0.04991264135494272	No
{1=1,3,H, 2=A,F, 3=2,G, 4=D, 5=B,4, 7=C, 9=E}	7007.28	1086.38	0.0502619304547529	No
{1=1,3,H, 2=F, 3=A,2,G, 4=D, 5=4, 6=B,E, 7=C}	7261.1	1320.43	0.048893156838331446	No
{1=1,3,H, 2=A,F, 3=B,G, 4=2, 5=C,D,4, 7=E}	7743.16	1482.94	0.04787613050910859	No
{1=3,H, 2=1,F, 3=A,G, 4=C,2, 6=B, 7=D,4, 8=E}	7278.98	1009.83	0.05094607710079019	No
{0=C, 1=1,3,H, 2=A,F, 3=2,G, 4=D,4, 5=E, 6=B}	6191.84	1211.38	0.04807117097332592	No
{1=1,3,H, 2=A,2,F, 3=D,G,4, 4=B,C, 9=E}	7740.23	1759.01	0.04881064652065295	No
{1=1,3,H, 2=A,2,F,4, 3=C,D,G, 5=B, 7=E}	8079.94	1958.79	0.04773956786890061	No
{1=1,3,H, 2=A,2,F, 3=C,D,G, 5=B, 7=4, 8=E}	7958.51	1780.67	0.048278981954757653	No
{1=1,3,H, 2=A,F, 3=2, 4=D,G,4, 5=C,E, 6=B}	7698.3	1603.06	0.04818039522113355	No
{1=1,3,H, 2=A,F,4, 3=C,G, 4=B,2, 5=D, 6=E}	8133.79	1330.81	0.04751831673039091	No
{0=1,A,B,C,2,D,E,H, 1=3, 2=F, 3=G, 5=4}	1936.83	407.31	0.06724229118081633	No
{1=3,H, 2=1,F, 3=A, 4=2,G, 5=B, 6=D, 7=C,4, 8=E}	6838.14	836.14	0.051306887059267524	No
{1=1,3,H, 2=A,F, 3=2,G, 5=D,4, 7=B,C,E}	6971.05	1739.07	0.05027656825413937	No
{0=B, 1=3,H, 2=1,F, 3=A,G, 4=2, 5=C, 6=D, 7=4, 9=E}	6368.9	828.34	0.05476872968640671	No
{1=1,3,H, 2=A,F, 3=C,G, 4=B,2, 5=4, 6=D, 7=E}	7917.14	1152.71	0.04843783622155536	No
{0=2,D,E, 1=3,H, 2=1,F, 3=A,G, 6=B, 7=C,4}	5934.62	852.54	0.05404989141376911	No
{1=1,3,H, 2=A,2,F,4, 3=C,D,G, 4=B, 8=E}	8052.27	1958.79	0.0478857884968574	No
{1=1,3,H, 2=F, 3=A,G, 4=B,2,4, 5=C,D, 6=E}	7735.16	1375.57	0.04797665520937933	No
{1=1,3,H, 2=A,F, 3=C,G, 4=B,2, 6=D, 7=4, 8=E}	7790.47	1152.71	0.049030912005817814	No
{1=1,3,H, 2=A,F, 3=B,2, 4=C,G,4, 5=D, 6=E}	7964.36	1440.27	0.047816674934967975	No
{1=3,H, 2=1,F, 3=A,G, 4=2,4, 5=D, 6=E, 7=B,C}	7071.26	919.82	0.049828457022490065	No
{0=E, 1=1,3,H, 2=A,F, 3=C,2,G, 4=B,D, 7=4}	7339.79	1495.02	0.050782067530805414	No
{1=1,3,H, 2=A,F, 3=B,G, 4=2,4, 5=D, 7=C,E}	7380.55	1242.88	0.04833830079959577	No
{0=1,A,B,C, 1=3,H, 2=F, 4=2,G, 5=D,4, 7=E}	5015.6	865.42	0.053102116816736954	No
{0=C, 1=1,3,H, 2=A,F, 3=G,4, 4=2, 5=D, 6=E, 7=B}	5866.93	1016.57	0.04982264463033787	No
{0=2,D,E, 1=1,3,H, 2=F, 3=A,G, 4=B, 5=C, 7=4}	6498.19	838.26	0.05220971159724507	No
{1=1,3,4, 2=A,F, 3=B,2,G, 4=D, 5=C,E,H}	7429.46	2217.57	0.0488155708020041	No
{1=3,H, 2=1,F, 3=A, 4=2,G, 5=C, 6=B,D, 7=4, 8=E}	7096.65	944.38	0.051198419428184976	No
{1=1,3,H, 2=A,F, 3=B,2, 4=G,4, 5=C,D, 6=E}	7781.32	1424.31	0.04787444026113288	No
{0=A,B,C, 1=1,3,H, 2=F, 3=G, 4=2,4, 5=D, 8=E}	4762.56	872.09	0.05600205170454605	No
{1=3,H, 2=1,F, 3=A,G, 4=2, 6=D, 7=B,C,4, 8=E}	6724.43	1149.71	0.051678998877075964	No
{1=1,3,H, 2=A,F, 3=C, 4=B,2,G, 5=4, 6=D, 7=E}	7828.15	1198.83	0.048974074469102596	No
{0=1,A,B,C,D,E, 1=3,H, 2=F, 3=2,G, 7=4}	3742.75	661.14	0.059476262167725204	No
{1=1,3,H, 2=A,2,F, 3=B,G, 4=C, 5=D, 7=4, 8=E}	7794.46	1355.58	0.04844280616805544	No
{0=C, 1=1,3,H, 2=A,F, 3=B, 4=2,4, 5=D,G, 6=E}	6100.11	1126.87	0.0489414069915427	No
{1=1,3,H, 2=A,F,4, 3=C,G, 4=B,2, 7=D, 8=E}	7692.13	1330.79	0.04951779344154713	No
{1=1,3,H, 2=A,2,F, 3=C, 4=G,4, 5=D, 6=B,E}	7838.47	1321.8	0.04895155946191089	No
{1=1,3,H, 2=A,2,F,4, 3=C,D,G, 4=E, 6=B}	8376.58	1959.02	0.04648778357463476	No
{1=1,2,3, 2=A,F, 3=C, 4=B,G,H, 5=D,4, 8=E}	7283.19	1691.67	0.051258373944190395	No
{1=1,3,H, 2=A,F, 3=C, 4=2,G, 5=B, 6=D, 7=4, 8=E}	7599.07	1008.48	0.05007616009727941	No
{1=1,3,H, 2=F, 3=A,G, 4=B,2,4, 5=C, 6=D, 9=E}	7254.43	1163.81	0.050373462001862504	No
{0=2,D,E, 1=1,3,H, 2=A,F, 3=B, 4=G, 5=4, 7=C}	6182.58	985.78	0.0527015542928668	No
{1=1,3,H, 2=A,F, 3=C,G, 4=2, 5=4, 7=B,D, 8=E}	7392.26	1237.75	0.05093545219010112	No
{1=1,3,H, 2=A,F, 3=C, 4=2,G,4, 5=B,D, 7=E}	7814.5	1191.64	0.0490346292031358	No
{1=1,3,H, 2=A,F, 3=C,2, 4=B,G,4, 5=D, 6=E}	8045.79	1363.87	0.048024951473907396	No
{1=3,H, 2=1,F, 3=A,G, 4=C,2, 6=D, 7=B,4, 8=E}	7268.34	1006.22	0.05097853412320567	No
{0=1,A,B,C,E, 1=3,H, 2=F, 3=G, 4=2, 5=D, 7=4}	4346.9	586.9	0.056286859612723665	No
{0=C,2,D,E, 1=1,3,H, 2=A,F,4, 3=G, 5=B}	4825.75	1145.37	0.05232201357173901	No
{1=1,3,H, 2=A,F, 3=B,G,4, 4=2, 5=C,D, 8=E}	7609.61	1486.11	0.048512392254393175	No
{0=E, 1=3,H, 2=1,F, 3=A,G, 4=2, 5=C, 6=D, 7=B,4}	6454.28	828.83	0.05414943399047371	No
{1=1,3,H, 2=A,F, 3=G,4, 4=C,2, 5=B, 6=D, 8=E}	7496.15	1172.29	0.04986310927327183	No
{1=3,H, 2=1,F, 3=A,G, 4=B,2, 5=4, 6=C, 7=D, 9=E}	6987.46	975.41	0.05113219535165039	No
{0=B,C, 1=1,3,H, 2=A,F,4, 3=G, 4=2, 5=D, 8=E}	5016.05	1170.78	0.054432186691283455	No
{1=1,3,H, 2=A,F, 3=B,C,2,G, 4=D, 5=4, 7=E}	8201.09	1693.32	0.04716071865613781	No
{1=1,3,H, 2=A,F, 3=G, 4=C,2, 5=4, 6=B,D, 9=E}	7268.49	1259.23	0.05106472743023891	No
{1=1,3,H, 2=A,F, 3=B,G, 4=2,4, 7=C,D, 8=E}	7070.29	1311.9	0.04991841795693117	No
{0=1,A,B,C, 1=3,H, 2=F, 4=2,G,4, 5=D, 7=E}	5013.87	885.21	0.05312412163300743	No
{1=1,3,H, 2=A,F,4, 3=B, 4=2,G, 5=D, 6=E, 7=C}	7419.45	1182.71	0.04833846749579826	No
{0=D,E, 1=1,3,H, 2=A,F, 3=B,G, 4=C,2, 7=4}	6566.87	1181.26	0.053580368339563623	No
{1=3,4, 2=1,F, 3=A,G, 4=2, 5=C, 6=D, 7=B,H, 8=E}	6093.68	1258.09	0.05630529655880769	No
{1=1,3,H, 2=A,2,F,4, 3=C,D,G, 4=B, 6=E}	8313.75	1958.8	0.04678013352233507	No
{1=1,3,H, 2=A,F, 3=2,G, 4=B, 5=D,4, 6=C,E}	7587.36	1249.21	0.04803429229323757	No
{0=1,A,B,C,D,E,H, 1=3, 2=F, 3=G, 4=2, 5=4}	1684.81	458.11	0.07894667518147129	No
{1=1,3,H, 2=F, 3=A,G, 4=C,2, 5=B,D, 7=4, 8=E}	7559.45	1129.59	0.04956828938597513	No
{1=3,H, 2=1,2,F, 3=A,G, 4=B, 5=C, 6=D, 7=4, 9=E}	7256.58	1081.33	0.050356318117001336	No
{1=1,3,H, 2=A,2,F, 3=B,C, 4=G, 5=D,4, 6=E}	8148.58	1559.0	0.047586126449079766	No
{1=1,3,H, 2=A,F, 3=G, 4=C,2, 5=D,4, 6=B, 7=E}	7617.82	1175.64	0.04920964159304554	No
{0=1,A,B,C,D,E,G, 1=3,H, 2=F, 3=2, 5=4}	2771.67	561.12	0.07734554835294646	No
{0=1,A,B,C,D,E,H, 1=3, 2=F, 4=2,G, 5=4}	1595.82	654.74	0.08281951848582646	No
{1=1,3,H, 2=A,F, 4=2,G,4, 5=C,D, 6=B,E}	7475.47	1594.2	0.04925507678200699	No
{0=1,A,B,C,2,D,E,H, 1=3, 2=F, 3=G, 7=4}	1940.23	407.1	0.06709226288936393	No
{1=1,3,H, 2=F, 3=A, 4=2,G, 5=C,D,4, 6=E, 7=B}	7342.8	1332.68	0.04991604014619951	No
{1=3,H, 2=1,F, 3=A, 4=2,G, 5=B,D,4, 7=C,E}	7055.29	1426.85	0.050116139917944565	No
{0=1,A,B,C, 1=3,H, 2=2,F, 3=D,G, 7=4, 8=E}	5157.88	1059.06	0.05188932978185387	No
{1=1,3,H, 2=A,2,F,4, 3=D,G, 4=B,C,E}	8396.32	2172.4	0.04589219443316335	No
{1=1,3,H, 2=A,F, 3=C, 4=2,G, 5=D,4, 6=B, 8=E}	7583.79	1035.9	0.0501433810697235	No
{0=A,B,C,F,G, 1=1,3,H, 4=2, 5=D,4, 6=E}	2744.13	1345.36	0.08661871042518436	No
{1=1,3,H, 2=A,F, 3=B, 4=2,G,4, 5=D, 7=C, 8=E}	7161.49	1132.69	0.049580732300863774	No
{1=1,3,H, 2=A,F, 3=C,2, 4=D,4, 5=E,G, 6=B}	7978.08	1342.76	0.048350620973066624	No
{1=1,3,H, 2=A,F, 3=C, 4=2,G,4, 5=D, 6=B, 9=E}	7453.29	1081.58	0.05089992053565613	No
{0=B, 1=1,3,H, 2=A,F, 3=G, 4=2,4, 5=D, 6=C, 8=E}	6433.93	1025.07	0.05347537816893128	No
{1=1,3,H, 2=A,F, 3=2,G, 4=B,C,4, 5=D, 6=E}	7949.74	1458.32	0.04775174465043905	No
{1=1,3,H, 2=A,F,4, 3=2,G, 4=B,D, 5=C, 6=E}	7855.58	1516.05	0.04739017632556413	No
{0=C,2,D,E, 1=1,3,H, 2=A,F, 3=B,G,4}	5033.53	1274.09	0.05089835933724102	No
{0=1,A,B,C,2,D,E, 1=3,H, 2=F, 3=4, 7=G}	3639.27	549.1	0.05998745926960573	No
{1=1,3,H, 2=A,F, 3=B,C,G,4, 4=2, 6=D, 7=E}	8017.27	1615.16	0.048007760473308674	No
{1=3,H, 2=1,2,F, 3=A,D,G,4, 4=B,E, 6=C}	8001.98	1865.05	0.0462766090281098	No
{1=1,3,H, 2=A,F, 3=C,2, 4=B, 5=D,4, 6=E, 7=G}	7785.37	1264.29	0.04944694788735183	No
{1=1,3,H, 2=A,F, 3=B,G, 4=2, 5=C, 6=D, 7=4, 8=E}	7526.0	1098.49	0.04890079031026587	No
{1=1,3,H, 2=F, 3=A,G,4, 4=B,2, 5=C, 6=D, 8=E}	7381.45	1162.36	0.04966025479102229	No
{0=C, 1=1,3,H, 2=A,2,F, 3=D,G, 4=4, 5=B,E}	6384.3	1652.67	0.04717453183403725	No
{1=1,3,H, 2=A,F, 3=2,G, 4=C, 5=D,4, 7=B,E}	7514.97	1137.46	0.04968857809250532	No
{1=1,3,H, 2=F,4, 3=A,G, 4=C,2, 5=D, 6=B,E}	7709.92	1246.54	0.04885197707994139	No
{1=1,3,H, 2=A,F, 3=C,2,G, 5=D, 6=B, 7=4, 8=E}	7673.67	1383.07	0.04957282516891166	No
{1=1,3,H, 2=A,2,F, 3=C, 4=G, 5=B,D,4, 6=E}	7942.57	1534.08	0.04848545386009211	No
{0=1,A,B,C,2,D,E,G,H, 1=3, 2=F, 5=4}	969.15	430.96	0.117853969706561	No
{0=C,2,D,E, 1=3,H, 2=1,F, 3=A,G, 5=4, 7=B}	4596.31	823.91	0.053865073809720415	No
{0=2,D,E, 1=1,3,H, 2=A,F, 3=B,G, 5=C,4}	6632.45	1126.74	0.051425801434075304	No
