Plan	Expected NPV	Expected Cost	Investment Risk	Pareto?
{1=1,2, 2=F,K, 3=D,E,H, 4=A,I, 5=O, 6=L,M, 7=B,C,N, 8=G,J}	982.18	1019.88	0.16560948510291218	No
{1=1,2, 2=C,D,E, 3=A,H, 4=M, 5=I,J,L,N, 6=F,K,O, 8=G, 10=B}	1018.02	1176.55	0.16067635871707367	No
{1=1,2,N, 2=A,B,C,D,E,H,J,L, 3=F,M, 4=I,K, 5=G, 9=O}	1830.21	1332.69	0.10056005325808826	No
{1=1,2, 2=D,E,F,H,L, 3=A,C,G,M,O, 4=I,J,N, 5=B,K}	1789.69	1298.96	0.1026738983415125	No
{1=1,2,A,M, 2=D,F,J,K,L,N, 3=B,C,E,H,I,O, 5=G}	2105.83	1690.57	0.09054417419807644	No
{1=1,2,A, 2=D,F,H,I,K, 3=E,G,L,M,N, 4=B,J,O, 7=C}	1855.65	1481.5	0.10007913924477332	No
{1=1,2,A,M, 2=D,F,H,J,K,N, 3=C,E,L,O, 4=B,I, 5=G}	2014.65	1491.64	0.09328902967662292	No
{1=1,2,J, 2=B,D,E,F,H,I, 3=A,C,G,K,L,N,O, 4=M}	2050.9	1695.56	0.09205682132764258	No
{1=1,2, 2=K,L, 3=A,D,E,M,N, 4=I, 6=B,C,F,H, 8=G,J, 9=O}	1177.88	1227.38	0.1455875957134161	No
{1=1,2,M,N, 2=B,F,K, 3=A,D,H,I,L, 4=E,O, 5=G, 6=C, 8=J}	1701.68	1285.61	0.10681309434289092	No
{1=1,2,A,I, 2=C,D,E,F,J,K,L, 4=N, 5=O, 6=H,M, 7=B, 9=G}	1656.58	1402.27	0.10917059929230485	No
{1=1,2,A,J,M, 2=B,C,D,E,F,H,I,L, 3=K,N,O, 4=G}	2241.09	1600.8	0.08633323887211333	No
{1=1,2,A,M, 2=B,F,I,N, 3=D,K,L, 4=E,G,H, 5=C,J,O}	1801.6	1249.04	0.10203506847789233	No
{1=1,2,J, 2=A,C,D,F,H,I,K,N, 3=G,L,M,O, 4=E, 7=B}	1982.12	1545.17	0.09504773902563317	No
{1=1,2,J,M,N, 2=K, 3=A,C,D,E,I,L, 4=F,H, 5=B,O, 7=G}	1810.74	1278.8	0.10176590456748978	No
{1=1,2,I, 2=D,E,F,J,K,L, 3=C,H,M,N, 4=A,B, 6=G, 9=O}	1837.22	1431.93	0.10104574431306214	No
{1=1,2,I,M, 2=A,D,E, 3=B,L,N,O, 4=C,F,H, 5=K, 6=J, 7=G}	1681.77	1132.02	0.10712485221201658	No
{1=1,2,M, 2=A,B,I,K,L,N, 3=C,E,F,J, 4=D, 5=H,O, 6=G}	1903.62	1349.68	0.09816614941888453	No
{1=1,2,A, 2=B,D,E,H,J,K,L,N, 3=C,F,O, 4=I,M, 5=G}	2024.5	1444.82	0.09275324911909988	No
{1=1,2,A,I,N, 2=D,F,H,K,L,M, 3=C,E,G,J, 4=B,O}	2121.99	1541.83	0.09010277146780644	No
{1=1,2,J,M, 2=D,E,F,H,K,N, 3=A,B,C,G,L,O, 4=I}	2142.08	1663.98	0.08943794716588192	No
{1=1,2,I,M, 2=A,B,C,D,E,K,L, 3=F,N, 4=J, 5=G,O, 6=H}	1995.05	1344.9	0.09432346830950648	No
{1=1,2,M, 2=B,D,E,F,H, 3=A,C,G,L,N,O, 4=I,J, 6=K}	1866.05	1395.97	0.09895809163709662	No
{1=1,2,A,M, 2=D,E,H,I,J,K,L,N, 3=F, 4=B, 5=G,O, 7=C}	2001.36	1511.61	0.0946224306604884	No
{1=1,2,M, 2=K,L, 3=A,D,E,H,J, 4=I, 5=O, 6=B,C,F,N, 8=G}	1558.01	1250.5	0.11584886855875914	No
{1=1,2,A,J, 2=C,D,F,H,L, 3=E,I,K, 4=B,G,M,N,O}	1969.71	1501.31	0.0951525287677919	No
{1=1,2,J, 2=B,H,K, 3=A,D,F,I, 4=E,G,O, 6=C,L,M, 7=N}	1545.97	1297.71	0.11362801000964101	No
{1=1,2,J,M,N, 2=B,C,D,E,F,H,I,K, 3=A,L, 4=G,O}	2202.03	1710.75	0.08729960290814014	No
{1=1,2,M, 2=B,D,E,F,J,K,L,N, 3=C,G,H,I,O, 7=A}	2140.8	1681.71	0.08988652159447737	No
{1=1,2,M, 2=C,D,F,H,J,K,N, 3=A,B,E,L,O, 4=I, 5=G}	2034.56	1622.12	0.09269810110623775	No
{1=1,2,J,M, 2=B,F,I,K,L, 3=C, 4=A,D,E, 5=O, 6=G,H, 7=N}	1852.07	1252.04	0.10116805250411526	No
{1=1,2,A,J, 2=C,D,F,I, 3=L,N,O, 4=E,K, 6=G,H, 7=B, 8=M}	1542.72	1119.24	0.11460120092824191	No
{1=1,2,M, 2=A,C,D,E,F,I,L, 3=J,N, 5=O, 6=H, 7=B, 9=G, 12=K}	1361.37	1195.24	0.12873293378505127	No
{1=1,2,J,M, 2=A,B,C,D,F,I, 3=K,L,N,O, 4=E, 6=G,H}	1968.1	1425.15	0.09525185884675379	No
{1=1,2,J,M,N, 2=A,D,E,F,H,K, 3=B,G,L,O, 4=C,I}	2151.79	1544.27	0.08914640112525493	No
{1=1,2,A,I,M, 2=B,D,E,F,J,K,L,N, 3=C,G,O, 6=H}	2216.41	1629.59	0.08724487850101513	No
{1=1,2,A,I, 2=D,E,F,J, 3=H,K,L,M,N, 4=B,G,O, 7=C}	1892.04	1490.39	0.09807893832748237	No
{1=1,2,A,I, 2=B,D,E,F,J,L, 3=C,G,H,M,N, 5=O, 6=K}	1954.3	1490.55	0.09565741687446509	No
{1=1,2,M, 2=A,B,C,D,E,F,H,I,J,L,N, 4=G, 5=K,O}	2058.55	1682.92	0.09205800104984824	No
{1=1,2,A,M,N, 2=D,L, 3=C,E,F, 4=B,G, 5=H,O, 6=I,J,K}	1600.59	1069.36	0.11195014226818199	No
{1=1,2, 2=C,J,K,L, 3=I,M,N, 4=A,D,F, 5=G,O, 6=H, 7=B,E}	1545.35	1073.5	0.116262550311712	No
{1=1,2,A,M, 2=D,E,F,H,J,K,L, 3=G,N, 4=B,I, 5=O, 7=C}	2013.91	1472.84	0.0945404403462028	No
{1=1,2,A,I, 2=C,D,E,F,H,L,N, 3=G,O, 4=J, 6=B, 7=K, 8=M}	1657.91	1219.79	0.10777751643823583	No
{1=1,2,A,M, 2=C,D,E,H,I,J,K,L, 3=F, 4=B,G,N,O}	2124.85	1568.82	0.08984193589010302	No
{1=1,2,A,J,M, 2=B,D,E,F,H,I,N, 3=C,G,K,O, 4=L}	2151.12	1679.38	0.08837755534532407	No
{1=1,2, 2=D,E,F,J,K,L, 3=G,I,M,N, 4=A,C, 5=B, 6=H, 9=O}	1760.61	1356.36	0.10506188223567121	No
{1=1,2,M, 2=A,B,C,D,F,J,K,L, 3=N, 4=E,I, 5=O, 6=G,H}	1922.98	1421.21	0.0974605812633564	No
{1=1,2,M, 2=C,K,N, 3=A, 4=D,F,I,L, 5=B,G, 6=H, 7=E, 8=J, 9=O}	1240.96	1081.11	0.13737664559190502	No
{1=1,2,I,J, 2=A,C,D,E,F,K,N, 3=L,M,O, 6=H, 7=B, 9=G}	1818.07	1451.53	0.10161798672280452	No
{1=1,2,I,M, 2=A,B,C,D,F,J, 3=E,H,K,L,N,O, 4=G}	2105.97	1718.68	0.09003744799842049	No
{1=1,2,J, 2=C,D,E,F,L, 3=A,G,H,K,O, 4=B,I,M,N}	1981.36	1491.13	0.09484618547763886	No
{1=1,2,M, 2=A,B,D,I,K,L, 3=J,N, 4=E,F, 5=H,O, 6=G, 7=C}	1818.17	1149.74	0.10234511197390486	No
{1=1,2, 2=D,F,I,J,K,L,N, 3=A,E,O, 4=B,C,G, 5=H, 6=M}	1857.69	1279.2	0.09958198645408421	No
{1=1,2, 2=E,F,I,J,K,L, 3=A,D, 4=B,C,G,N, 5=H,O, 6=M}	1773.26	1221.5	0.10351860679585896	No
{1=1,2,M, 2=A,B,D,F,I,N, 3=C,J, 4=E,L,O, 5=K, 6=G,H}	1712.91	1202.51	0.10551413243872675	No
{1=1,2, 2=B,C,D,E,H,J,K,L,N, 3=A,F, 4=I,M,O, 5=G}	1987.57	1476.61	0.09414635515851788	No
{1=1,2,M, 2=A,E,F,I,K,L, 3=B,C,D,J,N, 5=G,H,O}	1969.03	1503.32	0.09579454412834755	No
{1=1,2, 2=A,D,E,K,L, 3=B,M,N,O, 4=C,F,I, 5=G, 6=H, 8=J}	1661.36	1227.02	0.10847882167264504	No
{1=1, 2=2,L, 3=A,C,M,N, 4=D,F,I,K, 5=B,G, 6=H, 7=E, 8=J, 9=O}	1156.53	1105.47	0.14694592113132007	No
{1=1,2,I, 2=D,E,H,J,L, 3=A,F,M,O, 4=C,G,K,N, 5=B}	1917.62	1405.47	0.097273790722738	No
{1=1,2,M, 2=B,D,E,F, 3=A,C,G,H,K,L,N,O, 4=I,J}	1975.85	1625.65	0.09468292431236652	No
{1=1,2,A,I,M, 2=C,D,F,J,L,N, 4=E,G,H,K, 5=O, 6=B}	1928.33	1519.77	0.09715688529180902	No
{1=1,2,J,M, 2=B,D,E,F,H,I,L, 3=A,C,K,N,O, 4=G}	2192.38	1632.76	0.08795239244008328	No
{1=1,2,I, 2=A,B,C,D,E,F,L, 3=N,O, 4=J, 6=H, 7=K, 8=M, 9=G}	1489.92	1155.13	0.11744340164265928	No
{1=1,2,A,M, 2=C,D,E,F,H,N, 3=G,L,O, 4=I,J, 5=K, 7=B}	1832.46	1251.63	0.10047885411656385	No
{1=1,2,M, 2=A,B,D,H,I,K,L, 3=C,F,J,N, 4=E,G, 5=O}	2036.75	1445.29	0.0931358028743991	No
{1=1,2,M, 2=B,D,F,I,K,L,N, 3=C,J, 4=E,O, 5=G,H, 7=A}	1941.01	1285.1	0.09712337301233398	No
{1=1,2,I,M, 2=A,D,F,J,N, 3=B,L,O, 4=C,E,G,H,K}	1956.46	1516.77	0.09569428532193787	No
{1=1,2,A,I, 2=B,C,D,E,F,H,J,L, 3=M,O, 4=G,K,N}	2094.04	1468.22	0.09059580870942596	No
{1=1,2, 2=A,C,J,K,L, 3=I,M,N, 4=D,F, 5=B,G,O, 6=H, 7=E}	1627.89	1072.94	0.11099382423325102	No
{1=1,2, 2=A,B,C,D,E,F,H,J,L, 3=I,N,O, 4=K,M, 6=G}	1945.42	1423.58	0.09579162702275763	No
{1=1,2,M, 2=A,B,D,F,I,K,L, 3=C,E,J,N, 5=G,H,O}	1997.05	1475.56	0.09467138254987477	No
{1=1,2,I,M, 2=D,J,N, 3=A,C,E,F,H,K,L, 4=B,G,O}	1978.39	1569.51	0.09445383468911069	No
{1=1,2,M, 2=A,E,F,H,I,L,N, 3=B,C,D,G, 4=J,K, 7=O}	1924.33	1383.95	0.09747351652337868	No
{1=1,2,A,I,M, 2=C,D,E,F,J,K,N, 4=H, 6=L,O, 7=B, 9=G}	1661.21	1537.45	0.10746968276640163	No
{1=1,2, 2=B,D,F,I,M, 3=C,J,N,O, 4=E,L, 5=H,K, 6=G, 7=A}	1639.3	1257.8	0.10980508645746499	No
{1=1,2,I,J,M,N, 2=D,K, 3=A,E,F,H,L, 4=B,C,G,O}	2057.88	1424.56	0.0920571482435967	No
{1=1,2,A,J, 2=C,D,E,F,H,I,K,N, 3=G,L,M,O, 4=B}	2139.29	1655.7	0.0891337074925708	No
{1=1,2,M, 2=A,D,E,F,H,N, 3=B,G,L,O, 4=C,I,J, 5=K}	1889.14	1343.84	0.09813827249783927	No
{1=1,2,A,M, 2=C,D,E,F,H,N, 3=G,L,O, 4=B,I,J, 5=K}	1914.82	1319.15	0.09682186387889416	No
{1=1,2,M, 2=A,E,F,K,L,N, 3=B,C,D, 4=I, 5=G, 6=H, 7=O, 8=J}	1677.35	1230.4	0.10833232488141822	No
{1=1,2,N, 2=B,C,D,E,F,J,K,L, 3=A,O, 4=G,I, 6=H, 7=M}	1892.0	1437.39	0.09742542373342786	No
{1=1,2, 2=A,B,C,D,F,L, 3=K, 4=E,M,N,O, 5=G,H,J, 6=I}	1663.47	1233.58	0.10840006814181359	No
{1=1,2, 2=A,D,E,F,H,L,N, 3=B,G,O, 4=C,I,J, 7=K, 8=M}	1606.93	1234.04	0.11062448318289259	No
{1=1,2,A,N, 2=C,E,F,I,L, 3=D,J,M, 4=B,K, 5=G,H, 9=O}	1732.63	1257.26	0.10548672426577729	No
{1=1,2,M, 2=A,I,K,L, 3=C,D,J,N, 4=E,F, 5=B,H,O, 6=G}	1779.56	1168.4	0.10364793212342978	No
{1=1,2,A,J, 2=B,C,D,E,F,H,I,K, 3=G,L,M,O, 7=N}	2125.03	1693.42	0.08984420437164685	No
{1=1,2,J,M,N, 2=F,L, 3=A,D,H,I, 4=E, 5=B,G,O, 6=C,K}	1724.89	1082.77	0.1066293367661755	No
{1=1,2,A,I,M, 2=B,F,J,K,L,N, 3=D, 4=E,G,H, 5=C,O}	2043.23	1351.44	0.09320773466093372	No
{1=1,2,J,M, 2=B,D,F,I, 3=A,C,E,H,K,L,N,O, 4=G}	2083.09	1741.95	0.09112689646528611	No
{1=1,2,A,J,M, 2=C,D,E,K,N, 3=F,O, 4=B,H,L, 5=G, 6=I}	1931.34	1306.68	0.09581370587664467	No
{1=1,2,A,M, 2=C,D,E,F,H,I, 3=K,L,N,O, 4=B,G, 5=J}	1975.74	1457.58	0.09440424813959296	No
{1=1,2,I,M,N, 2=B,D,L, 3=A,C,E, 4=F,H, 5=O, 6=J,K, 7=G}	1675.03	1024.28	0.10784106563118465	No
{1=1,2,A,I,M, 2=B,C,D,E,J,L,N, 3=F, 4=G,H,K, 5=O}	2079.48	1442.33	0.09117630818088684	No
{1=1,2,M, 2=E,F,I,K,L, 3=C,D,J,N, 4=A, 5=G,H,O, 7=B}	1829.92	1332.39	0.1018426877064009	No
{1=1,2, 2=C,L, 3=A,B,I, 4=D,F, 5=G,K, 6=H,N,O, 7=E, 8=J,M}	1070.39	884.14	0.15471907767276583	No
{1=1,2,A,I, 2=C,D,F,H,L,N, 3=K,O, 4=E,G,J,M, 6=B}	1882.68	1415.73	0.09850570387818185	No
{1=1,2,J,M, 2=C,D,E,F,H,I, 3=A,B,G,K,L,N,O}	2155.24	1789.94	0.08888170638424177	No
{1=1,2,I, 2=F,J,L, 3=D,M,N, 4=A,E,G,H, 5=C,O, 6=K, 7=B}	1592.63	1144.63	0.1136788290678652	No
{1=1,2,A,I, 2=B,D,E,F,J,L,N, 3=C,G,M,O, 6=K, 7=H}	1943.85	1450.78	0.09615399249512137	No
{1=1,2,M, 2=E,F,H,L, 3=D, 4=A, 5=G,O, 6=C,I,J,K,N, 7=B}	1401.68	1229.27	0.12621518239890256	No
{1=1,2, 2=A,B,C,D,F,H,I,L, 3=J,N, 4=E,G,K,M, 5=O}	1875.57	1487.45	0.09897030391407409	No
{1=1,2, 2=D,E,F,J,L, 3=A,C,G,H,I,M,O, 4=N, 5=B,K}	1869.86	1517.58	0.09922367057558548	No
{1=1,2,I, 2=C,F,J,L, 3=D,G,M,N, 4=A, 5=E,O, 6=K, 7=B,H}	1591.52	1120.17	0.11361456976656197	No
{1=1,2,A,M, 2=D,F,J,K,N, 3=C,G,H,I, 4=B,E,L,O}	1963.16	1508.94	0.09489181819784012	No
{1=1,2,A,J,M, 2=C,D,F,H,I, 3=G,K,L, 4=B,E,N,O}	2052.09	1424.07	0.09231541088517917	No
{1=1,2,A,I,M, 2=B,D,E,F,J,K,L,N, 3=G, 4=C,H, 5=O}	2181.61	1626.67	0.08844506206744562	No
{1=1,2,A,M, 2=B,D,F,H,J,K,L,N, 3=C,E,O, 4=I, 5=G}	2129.93	1545.8	0.08968415078080673	No
{1=1,2,I,M, 2=A,D,E,F,H,J,K,L, 3=G,N, 4=C, 5=B,O}	2108.68	1574.74	0.09095883452427464	No
{1=1,2,J,M,N, 2=C,H,K, 3=A,I,L, 4=D,F, 5=B,G, 7=E, 9=O}	1678.24	1079.24	0.10840751692005406	No
{1=1,2,J,M, 2=A,D,E,F,H,I,L, 3=B,G,K,N,O, 4=C}	2187.27	1645.95	0.0883930015880495	No
{1=1,2,I,M, 2=D,E,F,H,J, 3=A,G,K,L, 4=C,N,O, 5=B}	2004.62	1434.06	0.0940007935778313	No
{1=1,2,A,J, 2=C,D,F,H,I, 3=G,L,N,O, 4=E,K, 7=B, 8=M}	1712.9	1267.22	0.10552111789563669	No
{1=1,2,N, 2=A,B,D,H,I,K,L,M, 3=C,F,J, 4=E,G,O}	2056.08	1466.04	0.09212961180436238	No
{1=1,2,J, 2=B,C,D,E,H,K,L,N, 3=F,I,O, 4=M, 5=G, 7=A}	2026.52	1455.02	0.09330171011587053	No
{1=1,2,M, 2=A,D,F,I,N, 3=C,J, 4=E,L,O, 5=B,K, 6=G,H}	1627.16	1153.96	0.10993160419355996	No
{1=1,2,M, 2=C,E,F,H,K,N, 3=A, 4=D,G,I,L, 5=B, 8=J, 9=O}	1543.69	1380.51	0.11471221221928472	No
{1=1,2,A,J,M, 2=B,C,D,E,F,I,L, 3=K,N,O, 5=G, 6=H}	2128.91	1487.31	0.0898112376328601	No
{1=1,2,M,N, 2=B,I,K, 3=A,D,F,J,L, 4=E,O, 5=H, 6=C,G}	1815.41	1319.06	0.10191620269260336	No
{1=1,2,A,I,N, 2=D,F,K,L,M, 3=E,J, 4=B,C,G,O, 5=H}	2009.79	1326.84	0.09408236057527787	No
{1=1,2,I, 2=B,F,H,K,L,M, 3=C,J, 4=A,D,E, 5=O, 6=G, 7=N}	1847.42	1262.65	0.10095518350283506	No
{1=1, 2=2,K,L, 3=A,C,M,N, 4=D,F, 5=B,G,H,J, 6=I, 7=E, 9=O}	1321.35	1141.96	0.13199525241579557	No
{1=1,2,I, 2=D,E,F,H,J,L, 3=A,G,O, 4=C,K,N, 5=B, 8=M}	1790.72	1257.1	0.10208911586154579	No
{1=1,2,A, 2=C,D,E,F,H, 3=G,L,N,O, 4=I,J, 5=K, 7=B, 8=M}	1562.42	1183.74	0.11286266440217137	No
{1=1,2,A,M, 2=B,D,N, 3=C,E,L,O, 4=F,H,I,J, 5=K, 7=G}	1721.18	1327.07	0.10510450102709439	No
{1=1,2,A,M, 2=B,C,D,E,F,I,L, 3=K,N,O, 4=G,H, 5=J}	2048.79	1389.47	0.09217541953308582	No
{1=1,2,M, 2=B,E,H,J,K,L, 3=C,F, 4=A,D,I, 5=G,O, 7=N}	1909.66	1268.67	0.09804164842361604	No
{1=1,2,A,I,M, 2=B,F,H,J,L,N, 3=D, 4=E,G,K, 5=C,O}	1995.44	1361.88	0.09480581786267522	No
{1=1,2, 2=A,B,C,D,K,L, 3=M,N,O, 4=F,I, 5=G, 6=H, 7=E, 8=J}	1583.85	1105.28	0.11279495590035851	No
{1=1,2,J,M,N, 2=A,F,K, 3=B,D,H,I,L, 4=E,O, 5=G, 6=C}	1942.3	1388.49	0.0967317921285945	No
{1=1,2,I, 2=B,D,F,J, 3=C,L,M, 4=A,E,G,H,K, 5=O, 7=N}	1772.79	1457.41	0.10348891686226167	No
{1=1,2, 2=D,J,K,L, 3=A,E,F,H,I,M,N, 4=B,C,G, 5=O}	1888.42	1518.95	0.09863330812373845	No
{1=1,2,A,I, 2=D,E,F,H,K,L,M,N, 3=C,G,J, 4=B,O}	2137.09	1539.66	0.0895686417090072	No
{1=1,2,M, 2=E,F,I,J,K,L, 3=A,D,N, 4=B,C,G, 5=H,O}	1973.59	1284.15	0.09588545748906127	No
{1=1,2, 2=C,L, 3=A,B,H,I, 4=D,F, 5=G,K, 6=N,O, 7=E, 8=J,M}	1132.12	941.62	0.14738229398547845	No
{1=1,2,A,M,N, 2=D,E,F,H,I,K,L, 3=G,O, 4=B,J, 7=C}	2078.36	1475.02	0.09206786565328193	No
{1=1,2,A,N, 2=B,C,D,E,F,L, 3=G,H,I, 4=J, 7=K, 8=M, 9=O}	1548.45	1204.5	0.11371983670634118	No
{1=1,2,M,N, 2=A,D,E,F,H,K, 3=B,G,L,O, 4=C,I, 11=J}	1796.48	1451.41	0.10198779756105913	No
{1=1,2,J,M, 2=B,F,I,K,L, 3=C, 4=A,D,E,H, 5=O, 7=G,N}	1865.38	1375.36	0.10056891129104628	No
{1=1,2,J,M,N, 2=F,K, 3=A,D,H,I,L, 4=E, 5=B,G,O, 6=C}	1843.85	1287.41	0.10092613407634075	No
{1=1,2,A,J,M, 2=B,F,K,N, 3=D,H,I,L, 4=E,G, 5=C,O}	1990.92	1359.01	0.0948341778026524	No
{1=1,2,A,I,N, 2=C,D,F,L, 3=O, 4=E,J, 6=H, 7=B,K, 8=M, 9=G}	1334.15	1028.58	0.12888334242563443	No
{1=1,2,I,M,N, 2=D,E,L, 3=A, 4=C,F,H, 5=B,O, 6=J,K, 7=G}	1599.9	1071.44	0.111992987139152	No
{1=1,2,J,M, 2=D,E,F,H,K,N, 3=A,G,L,O, 4=C,I, 5=B}	2065.81	1456.2	0.0920995309128465	No
{1=1,2,I, 2=A,B,C,D,E,F,J,L, 3=G,N,O, 4=K,M, 6=H}	2003.54	1365.69	0.09391641330661052	No
{1=1,2,J, 2=B,F,I,K,L, 3=C,M,N, 4=A,D,E, 5=O, 6=G,H}	1832.73	1201.86	0.10156574198252047	No
{1=1,2,A,I, 2=D,E,F,H,L, 3=C,G,J,N,O, 7=B,K, 8=M}	1633.13	1368.9	0.10949999636901112	No
{1=1,2,A,I,M, 2=B,C,D,E,J,L,N, 3=F, 4=G,H,K, 7=O}	2025.5	1442.33	0.09316470806605585	No
{1=1,2,M, 2=A,B,C,D,E,H,J,K,L, 3=F,N, 4=I, 5=G,O}	2072.6	1558.25	0.09152061922838572	No
{1=1,2,M, 2=A,B,C,D,E,H,I,L,N, 3=F, 4=J,K, 6=G, 7=O}	1893.39	1415.96	0.0981192462041632	No
{1=1,2,A,I,M, 2=B,C,D,E,J,L,N, 3=F,O, 4=G,H,K}	2135.48	1421.03	0.08924104168539311	No
{1=1,2,J,M, 2=A,B,C,D,E,H,K,L, 3=F,I,N, 5=G,O}	2137.71	1534.6	0.08955720850954126	No
{1=1,2,I,M, 2=A,B,C,D,E,F, 3=L,N,O, 4=G,H, 5=K, 6=J}	1879.86	1245.09	0.09803208737021527	No
{1=1,2,I,M, 2=A,E,F,N, 3=B,C,D,L, 4=H, 5=K, 6=J, 7=G,O}	1621.39	1182.3	0.11065679115367465	No
{1=1, 2=2,J,K,L, 3=A,C,I,M,N, 4=D,F, 5=B,G, 6=H, 7=E, 9=O}	1490.0	1087.02	0.1197177560698453	No
{1=1,2,A,I,M, 2=B,D,E,F,K,L,N, 3=C,G,O, 5=J, 6=H}	2104.99	1464.38	0.09063283689946619	No
{1=1,2,I,N, 2=B,D,E,F,H,K,L,M, 3=C,G,J, 4=O, 7=A}	2126.88	1583.95	0.09025905970610394	No
{1=1,2,A,M, 2=B,D,I,K,N, 3=C,J,O, 4=E,F,L, 5=H, 6=G}	1865.46	1319.98	0.09857955549224008	No
{1=1,2,A,M, 2=B,C,D,E,F,H,I,J, 3=L,N,O, 4=G, 5=K}	2056.51	1539.55	0.09164464261841257	No
{1=1,2, 2=A,C,D,J,K,L, 3=I,M,N, 4=F, 5=B,G,O, 6=H, 7=E}	1685.55	1163.07	0.10785718405473874	No
{1=1,2,J, 2=A,B,C,D,E,F,H,K, 3=G,L,N,O, 4=I,M}	2077.07	1539.58	0.09117053167567124	No
{1=1,2,M, 2=A,B,D,H,I,K,L, 3=C,F,J,N, 4=E, 5=G,O}	2007.7	1445.14	0.09407479719322805	No
{1=1,2,I,J,M,N, 2=D,K, 3=A,E,F,H,L, 4=B,C,O, 9=G}	1918.92	1381.18	0.09733963619401433	No
{1=1,2,J,M,N, 2=D,E,K, 3=A,F,L, 4=B,C,H,O, 5=G, 6=I}	1906.7	1289.89	0.09760535600125085	No
{1=1,2,I,M,N, 2=B,D,F,H,L, 3=A,C,E, 4=G, 5=O, 6=J,K}	1846.45	1224.7	0.10009610281199537	No
{1=1,2, 2=D,F,I,J,K,L, 3=A, 4=B,C,E,G,N, 5=H,O, 6=M}	1742.09	1392.05	0.10505102656579683	No
{1=1,2,M,N, 2=A,D,E,H,J, 3=B,F,L,O, 4=C,I,K, 5=G}	1942.24	1416.12	0.09578366655222223	No
{1=1,2,M, 2=A,B,E,F,H,I,K,L,N, 3=C,D,G,J, 5=O}	2134.7	1651.72	0.0899229027553083	No
{1=1,2,I, 2=A,B,C,D,F,J,L, 3=G,M,N, 4=E, 5=O, 6=K, 7=H}	1818.15	1236.45	0.10160482466683664	No
{1=1,2,A,I,M, 2=B,F,J,L,N, 3=D, 4=C,E,G,H,K, 5=O}	1972.54	1471.0	0.0955426491565153	No
{1=1,2, 2=F,J,K,L, 3=D,M,N, 4=A,E,G,H,I, 5=C,O, 7=B}	1688.48	1341.17	0.10871449627167042	No
{1=1,2,I, 2=A,B,C,D,E,F,J,K,L,N, 3=G,O, 4=H,M}	2149.39	1610.28	0.08895357597736521	No
{1=1,2,J,M, 2=A,B,D,E,F,H,I,L, 3=C,K,N, 4=G, 5=O}	2150.56	1526.67	0.08930026921832013	No
{1=1,2,I,J,M, 2=A,B,D,K, 3=E,F,H,L,N, 4=G, 5=O, 7=C}	2015.33	1481.45	0.0940810643319235	No
{1=1,2,M, 2=D,F,I,K,L,N, 3=B,C,J, 4=E,O, 5=G,H, 7=A}	1911.84	1279.61	0.09836781249258784	No
{1=1,2,M, 2=A,B,D,I,K,L, 3=J,N,O, 4=E,F, 5=H, 6=G, 7=C}	1874.17	1213.54	0.09982536686621273	No
{1=1,2,A,I,N, 2=C,D,E,F,L, 4=J, 6=H, 7=B,K, 8=M, 9=G,O}	1232.32	1113.61	0.1379245747374158	No
{1=1,2,I,M,N, 2=C,D,E,L, 3=A, 4=B,F,H, 5=O, 6=J,K, 7=G}	1667.68	1170.45	0.10805933638066763	No
{1=1,M, 2=2,C,K,L, 3=B,N, 4=D,F,I, 5=A,G, 6=H, 7=E, 8=J, 9=O}	1371.69	966.17	0.12826460871470327	No
{1=1,2,A,M, 2=C,J,K,L, 3=D,E,F,N, 4=I,O, 5=G, 6=B,H}	1859.08	1270.64	0.0998901982014116	No
{1=1,2,A,J,M, 2=C,D,E,F,H,I,N, 3=G,L,O, 5=K, 7=B}	1999.58	1456.64	0.09413107354229634	No
{1=1,2,M, 2=C,D,E,F,H,K,L,N, 3=A,B,G,O, 4=I,J}	2105.97	1498.85	0.09070824887763267	No
{1=1,2,I,M, 2=C,K,L, 3=A,B,N, 4=D,F,J, 5=G,O, 6=H, 7=E}	1725.74	1098.37	0.10629630147155612	No
{1=1,2,J,M,N, 2=A,B,D,F,H,K, 3=C,G,L,O, 4=E,I}	2140.33	1486.33	0.08943061383374183	No
{1=1,2,A,J, 2=C,D,F,I,K, 3=L,N,O, 4=E, 6=G,H, 7=B, 8=M}	1632.74	1204.8	0.10970745430184788	No
{1=1,2,A,J,M,N, 2=D,E,F,H,K, 3=C,G,I,L, 4=B,O}	2155.6	1510.58	0.08878521788080057	No
{1=1,2,A,M, 2=C,J,K,L, 3=D,E,N, 4=F,I,O, 5=G, 6=B,H}	1837.22	1182.12	0.10072947597972283	No
{1=1,2,I,M,N, 2=F,J,K,L, 3=A,D, 4=E,H, 5=B,G,O, 6=C}	1896.15	1140.89	0.09900406767038122	No
{1=1,2,J,M,N, 2=A,C,D,E,K, 3=B,F,L,O, 4=H, 5=G, 6=I}	2017.47	1439.36	0.09315573529693058	No
{1=1,2,I,J,M,N, 2=K, 3=A,C,D,E,L, 4=F, 5=B,O, 6=H, 9=G}	1770.13	1221.81	0.10382200209794162	No
{1=1,2,M, 2=A,B,C,D,E,H,I,K,L, 3=F,J,N, 5=G,O}	2088.07	1557.53	0.09106050132527632	No
